,paper_id,category,year,keywords,cited_by
9964,10.1016/j.jallcom.2023.171024,Neuromorphic,2023,properties optimized applications nanocomposite fabricated switching transport structural graphitic materials,0
9966,10.1039/d0nr03734f,Neuromorphic,2020,switching structure properties interface transparent resistive conductivity oxidation gradient computing,0
9968,10.1088/1361-6528/aa99b7,Neuromorphic,2018,interface performance electrode computing applications devices different interest optimization exploring,2
9970,10.1103/PhysRevMaterials.2.075405,Neuromorphic,2018,mechanical effect functional insertion chemical incorporation interstitials context technological computing,0
9972,10.1109/TASC.2023.3251945,Neuromorphic,2023,oscillators recognition dynamics processing superconducting function work oscillatory biological neural,0
9973,10.1021/acsami.2c04752,Neuromorphic,2022,transient electronic active typical constructing information sensitive devices synthesized conjugated,0
9974,10.1063/5.0035745,Neuromorphic,2021,switching polarizations migration dimensional experimentally materials series ferroelectricity theoretically dimensions,1
9975,10.1016/j.mtcomm.2023.105356,Neuromorphic,2023,devices materials critically based performance essential electronic modern ingredients conventional,1
9976,10.2147/IJN.S207852,Neuromorphic,2020,biological memory computing functionality investigations research facilitation representative behaviors synaptic,1
9978,10.1063/1.5037999,Neuromorphic,2018,dielectric resistive response thickness interface properties switching substrates varying pzt,0
9979,10.1021/acsanm.2c03023,Neuromorphic,2022,networks functional solution structure fabrication scattering processing generally structures formation,0
9980,10.1021/acs.jpclett.0c02521,Neuromorphic,2020,photoexcitation materials crystallization efficient dominated valence evolution computing generation throughput,0
9981,10.1103/PhysRevB.108.035114,Neuromorphic,2023,migration switching based resistive experimental activation calculations computing design research,0
9984,10.1063/5.0160751,Neuromorphic,2023,multiplier memristive induction associated extreme implementation distribution numerical simulations integration,0
9985,10.1117/12.2544344,Neuromorphic,2020,oscillation absorption frequency effect resonator refractive optical micron large high,0
9988,10.1007/s11432-023-3774-y,Neuromorphic,2023,integration fabrication monolithic dimensional semiconducting performance capability configuration transistor horizontally,0
9991,10.1016/j.jallcom.2021.161086,Neuromorphic,2021,dimensional ions defects interface implantation dislocation diffusion filaments dislocations conductive,2
9996,10.1038/s41563-023-01524-1,Neuromorphic,2023,interactions compensating challenging dynamics understanding cation movement nmr spectroscopy doping,0
9999,10.1021/acsami.8b04700,Neuromorphic,2018,reduction generation galvanic dimensional considerable emerging semiconducting transistors optical electrical,0
10000,10.1063/5.0159624,Neuromorphic,2023,resistive switching non indicates retention resistance conduction computing significant application,0
10001,10.3390/s22041317,Neuromorphic,2022,networks inference waveform processing functions optimization interference frequency maintaining solution,0
10002,10.3390/s20174715,Neuromorphic,2020,system processing consumption learning representation dynamic classifying sensor statistic extracted,0
10003,10.1021/jacs.9b06640,Neuromorphic,2020,formation interface diffusion suppression deposition reactant transistors multifunctional computing material,0
10004,10.1002/aelm.202300476,Neuromorphic,2023,characteristics superior terminal selective training computations intensively network accelerate neural,0
10005,10.1002/aelm.202100082,Neuromorphic,2021,compensation transistors indium mobility electron current characteristic variation distribution degradation,1
10008,10.3390/ma14216275,Neuromorphic,2021,operation introduction switching computing generation resistive emerging promising implementation processing,0
10009,10.1088/2634-4386/acf0e4,Neuromorphic,2023,characteristics networks classification regression simulations defects devices implementation electronic efficient,0
10010,10.1016/j.array.2022.100272,Neuromorphic,2023,contrast looming detection different particularly perception variable presents solutions lacking,0
10011,10.1088/1361-6641/ac33c3,Neuromorphic,2021,type resistance mosfet states dielectric current conductance tests applications computing,0
10013,10.1021/acs.accounts.1c00657,Neuromorphic,2022,helical applications subcomponent relative linkages structure nature containing computing diverse,1
10015,10.1016/j.neunet.2021.01.028,Neuromorphic,2021,representations implementation decoding distinct comprised divergence integration internal direction structures,0
10017,10.1007/s11263-016-0936-z,Neuromorphic,2017,vergence effective control coordination movements illumination different component structure surrounding,0
10025,10.1038/s41598-022-13373-0,Neuromorphic,2022,representation effective strains antiviral interaction structure structural graphical networks viruses,0
10027,10.7498/aps.67.20180554,Neuromorphic,2018,thermal following developing technologies rapidly century tendency current effects beginning,0
10028,10.1109/TVLSI.2021.3067446,Neuromorphic,2021,radiation ionizing applications characteristics element inclusion simulation capability processing consumption,1
10029,10.1039/d2ma00402j,Neuromorphic,2022,functionalities characteristics demonstrated resistance functions applications utility emergent potential active,0
10031,10.1149/2.0161910jss,Neuromorphic,2019,scaling dielectrics applications permittivity interlayer constant dominated systematic emerging achievements,0
10032,10.1007/978-3-319-51724-7_8,Neuromorphic,2017,based systems circuits design consumption state modeling theory existence effect,0
10033,10.1021/acs.chemmater.3c01463,Neuromorphic,2023,cations structure activity interactions resulting insertion measurements structural elements underpin,0
10039,10.1515/nanoph-2021-0601,Neuromorphic,2022,pp vol optical transmission multimode learning conjugation a. express transmit,0
10041,10.1109/iccwamtip47768.2019.9067608,SpikingNN,2019,biological network spiking coding artificial information computing simulate traditional activity,0
10044,10.1109/icasid.2019.8925219,SpikingNN,2019,processing network spiking application effectively accelerated learning recognition biological potential,0
10048,10.1007/978-3-319-53480-0_29,SpikingNN,2017,network layer spiking proposed generate movements handwriting developed architecture hidden,0
10050,10.1109/ICCWAMTIP56608.2022.10016617,SpikingNN,2022,recognition convolutional networks network spiking important directions vision learning remarkable,0
10057,10.1109/IJCNN52387.2021.9534255,SpikingNN,2021,biological generated networks periodic patterns generate spiking transmission processing artificial,0
10058,10.1109/TENSYMP52854.2021.9550994,SpikingNN,2021,conventional networks performance conversion training backpropagation work compared artificial neuromorphic,0
10082,10.1007/978-3-319-63309-1_9,SpikingNN,2017,developmental structure biological regulatory complex processes complexity processing information ability,0
10086,10.1007/978-3-319-52621-8_16,SpikingNN,2017,networks information learning spatio temporal generation biological emulators counter transmitting,0
10089,10.1109/ijcnn48605.2020.9207274,SpikingNN,2020,classification perturbation extraction present stochastic augments features dependent spiking proposed,0
10093,10.1109/ISCAS46773.2023.10181974,SpikingNN,2023,classification networks convolutional effective cnns generally computationally constrained unsuitable requirements,0
10096,10.1142/9789812702784_0022,SpikingNN,2004,computational increasingly distinct spiking properties critical modelling networks issues efficiency,1
10102,10.1109/ISOCC50952.2020.9333105,SpikingNN,2020,optimized network recognition learning neural networks human applications essential electronic,1
10103,10.1109/TETCI.2019.2902845,SpikingNN,2020,correlation significantly detection network performance underlying recognition temporal exploring components,0
10105,10.1109/EBCCSP53293.2021.9502357,SpikingNN,2021,approach encoding applications networks especially promising approaches real world considering,0
10108,10.1007/s11571-011-9170-0,SpikingNN,2011,systems network orientation selectivity neuropsychological information research timing neurons simulations,1
10110,10.1117/12.2633530,SpikingNN,2022,networks integration processing consumption potentially efficient classified continuous static artificial,0
10111,10.3389/fnins.2020.00276,SpikingNN,2020,,0
10118,10.1016/j.eswa.2013.08.030,SpikingNN,2014,classification expression basis function proposed effectively data inter termed model,1
10121,10.1109/ISCAS51556.2021.9401173,SpikingNN,2021,implementation current circuit consumption network circuits optimized synapse suitable efficient,0
10126,10.1016/j.robot.2018.02.015,SpikingNN,2018,network control neural interpolation quaternions generalization reformulating engineering equations operations,0
10135,10.1007/978-3-031-20470-8_7,SpikingNN,2022,direction present vision motion model generative representations naturalistic predictive simulator,0
10136,10.1145/3342999.3343000,SpikingNN,2019,intelligence artificial simulation recognition processing vision control frameworks technology promotion,0
10140,10.1007/978-3-030-61616-8_51,SpikingNN,2020,training learning reconstruction modules network method spiking effective approach networks,0
10145,10.1109/siprocess.2019.8868851,SpikingNN,2019,field segmentation receptive results connection generation simulate characterized biological artificial,0
10156,10.1109/ACCESS.2023.3269598,SpikingNN,2023,decoding learning computational spiking processing interfaces systems limitations operability maintaining,0
10157,10.1109/icassp40776.2020.9053856,SpikingNN,2020,network individual classification spiking temporal relative information backpropagation coding derivatives,0
10158,10.1109/CBMI50038.2021.9461922,SpikingNN,2021,recognition spiking information increasing interest recent networks hypothetical solutions efficiency,0
10160,10.1109/SMC52423.2021.9658829,SpikingNN,2021,networks spiking computation high intelligence search oscillator oscillators dynamics applications,0
10167,10.1109/IJCNN52387.2021.9534037,SpikingNN,2021,accelerators efficiency presenting generation processing networks spatiotemporal compute consumption requirement,0
10168,10.1109/ISCAS.2018.8351813,SpikingNN,2018,spiking circuits network efficient presented learning conventional potential memristors feature,0
10171,10.1142/S0217984909019533,SpikingNN,2009,synchronization neural mechanism networks connections connection increasing system dichotomous thought,0
10174,10.3233/978-1-58603-939-4-131,SpikingNN,2009,spiking biologically different plausible networks learning network unsupervised introduced addition,1
10177,10.1016/j.procs.2021.09.280,SpikingNN,2021,networks spiking prediction comparison applications historical calculated complex complicated emerging,0
10178,10.1109/icicdt.2019.8790832,SpikingNN,2019,spiking adaptive biological mechanism frequency integrate generate efficiency recognition generators,0
10179,10.1109/CDC.2008.4738729,SpikingNN,2008,transient detection fraction increasingly varying presents application responses network incorporating,0
10182,10.1145/3489517.3530443,SpikingNN,2022,consumption activity discrete networks artificial information process implementations dependent processed,0
10189,10.4316/AECE.2012.02011,SpikingNN,2012,presents model implementation accelerated implemented spiking description mathematical network additionally,1
10191,10.1088/1757-899X/366/1/012042,SpikingNN,2018,motion network learning recognition challenging movement action classification proposed method,0
10196,10.1109/IJCNN55064.2022.9892618,SpikingNN,2022,networks efficient automotive spiking complex constraints consumption terms power high,0
10198,10.1109/aicas.2019.8771512,SpikingNN,2019,optical estimation networks resolution spiking sensors dynamic asynchronous methods based,0
10199,10.1109/icetet-sip-1946815.2019.9092079,SpikingNN,2019,implementation spiking proposed power biological biologically presents operation reliability comprises,0
10204,10.1088/2634-4386/ac1cec,SpikingNN,2021,computing networks parallelism classical model comparison convergence extreme computationally implementation,0
10208,10.20965/jrm.2007.p0409,SpikingNN,2007,synchronous activity transition related processing recognition functions firing unknown enabled,0
10211,10.1109/icce-tw46550.2019.8991758,SpikingNN,2019,computation potentially consumption efficient activated continuous connections parameters operations resolution,0
10213,10.1109/ICFHR.2016.87,SpikingNN,2016,network generation movement model spiking initial generated handwriting trajectory elliptic,0
10221,10.1007/978-3-030-30425-6_30,SpikingNN,2020,efficient learning specific solutions networks promising hardware computationally highly energy,1
10225,10.1134/S2635167622070175,SpikingNN,2022,developed functional networks structures memristive different conductivity optocoupler development architecture,0
10227,10.1145/3583781.3590201,SpikingNN,2023,efficiency pruning consuming action receiving states implementations reducing efficient number,0
10229,10.1109/ACCESS.2021.3085216,SpikingNN,2021,networks computational complexity design approach conventional alternative neural represent exceptional,0
10230,10.21437/Interspeech.2018-1904,SpikingNN,2018,intonation model transfer gcr emphasis emulating sequences prosodic network order,0
10233,10.1016/j.neunet.2023.09.011,SpikingNN,2023,networks performance training artificial mapping network spiking intelligence power converting,0
10234,10.3389/fncom.2015.00023,SpikingNN,2015,,0
10237,10.1149/08506.0127ecst,SpikingNN,2018,spiking network architecture networks devices proposed complex traction solving gaining,0
10244,10.1109/ISCAS48785.2022.9937294,SpikingNN,2022,accelerator parameters precision proposed continual environments dynamic network models previously,1
10246,10.1109/ICICTA.2009.13,SpikingNN,2009,computational proposed network classification spiking neural connection weights synaptic neurons,0
10253,10.1007/s10827-010-0288-6,SpikingNN,2011,network simulations scale transmission variable events requirements number methods continuous,0
10254,10.1109/ISCAS48785.2022.9937662,SpikingNN,2022,framework implemented efficient networks expected hardware characteristics communications exploiting challenges,0
10259,10.1109/ITC-CSCC52171.2021.9501427,SpikingNN,2021,conversion proposed quantization present converting optimized activation significant function different,0
10261,10.3390/molecules28031342,SpikingNN,2023,traditional spiking alternative applicability efficient computers structure quantitative activity targeting,0
10264,10.1007/978-3-030-30487-4_28,SpikingNN,2019,networks complex processing interconnected biological classical distinguished observed dynamics,0
10268,10.1109/icassp40776.2020.9053412,SpikingNN,2020,performance artificial consumption networks spiking detection operated system efficiency inference,0
10271,10.1007/978-3-662-48386-2_59,SpikingNN,2016,proposed generation based system network computing encoding biological temporal ability,0
10277,10.1364/AO.493466,SpikingNN,2023,optical spiking photonic resonator dependent nonlinear duration control multiplying implement,0
10279,10.1109/IEEECONF56349.2022.10051999,SpikingNN,2022,networks convolutional structure dynamics current neural compared consumption efficiency interesting,0
10282,10.1007/978-3-319-92537-0_6,SpikingNN,2018,performance model neural generation considered network classical artificial networks determined,0
10287,10.1109/ACCESS.2022.3182719,SpikingNN,2022,applications methodology proposed spiking demonstrate classification prediction techniques artificial industrial,0
10288,10.1063/5.0158341,SpikingNN,2023,spiking electrical remarkable intelligence widely success fields structures artificial networks,0
10292,10.1109/UEMCON54665.2022.9965701,SpikingNN,2022,reconstruction backpropagation mechanism network signal unreasonable generating proposed concept desired,0
10296,10.3389/fnins.2021.694402,SpikingNN,2021,propagation probabilistic reduction considerable networks ability attention temporal constrained desirable,0
10302,10.1109/patmos.2019.8862129,SpikingNN,2019,modeling present stochastic comparing processes advantages implemented technology mature,0
10305,10.1109/ccaaw.2019.8904911,SpikingNN,2019,modulation functionality capability constrained implementations consumption relatively implementation objective recognition,0
10306,10.1007/s00521-022-07829-7,SpikingNN,2023,simulated patterns network laboratory studies significant identifying biological advances artificially,0
10309,10.3389/fnbot.2022.1092428,SpikingNN,2022,,0
10319,10.1109/NEWCAS.2008.4606316,SpikingNN,2008,performance develop spiking biventricular network development consumption analogical technical requirement,0
10320,10.1007/978-3-030-01418-6_25,SpikingNN,2018,networks spiking robustness classification convolutional plausible partially objects scenarios occluded,0
10331,10.1007/978-3-030-20912-4_17,SpikingNN,2019,networks spiking neural generation model studied commonly artificial difference previous,0
10338,10.1109/icce-taiwan49838.2020.9258272,SpikingNN,2020,quantization simulation accuracy computation activation generation potentially consumption unsupervised dependent,0
10341,10.1166/asl.2016.7004,SpikingNN,2016,networks neural controlling spiking functions dynamics architecture computations limited applied,0
10343,10.1007/978-3-319-55989-6_5,SpikingNN,2017,systems modeling capabilities expanding concepts reasoning variants spiking investigated,0
10345,10.1109/ISOCC50952.2020.9333081,SpikingNN,2020,training time technique biological networks mimicking neural dependent unsupervised,0
10352,10.1016/j.neucom.2004.01.060,SpikingNN,2004,networks dynamics evolved contribution computational biological modeling relevance counting control,0
10356,10.1007/978-3-030-22808-8_25,SpikingNN,2019,encoding classification coding applications efficient concept residual proposed information integration,0
10358,10.1109/RADIOELEKTRONIKA52220.2021.9420192,SpikingNN,2021,functionality recognition computationally biological networks model efficient detection object pattern,0
10361,10.1007/978-3-319-13359-1_43,SpikingNN,2015,associative ability patterns defined input output computational understanding knowledge important,0
10365,10.1109/SBCCI55532.2022.9893216,SpikingNN,2022,efficiency learning spiking artificial solutions processors intelligence based feasibility technology,0
10372,10.1109/EMCCOMPO52133.2022.9758593,SpikingNN,2022,presents model dependent network spiking furthermore interconnect resistance performance electromagnetic,0
10373,10.1109/AICAS54282.2022.9869998,SpikingNN,2022,networks neuromorphic hardware mapping model consumption spiking propose computation artificial,0
10375,10.1016/j.apacoust.2019.107177,SpikingNN,2020,species performance work methods classification particular researchers changes recognition implemented,0
10376,10.1109/ISCAS48785.2022.9937521,SpikingNN,2022,research networks neural widely recent existing communication efficient network dynamics,0
10379,10.1109/NER52421.2023.10123753,SpikingNN,2023,learning decoding promising functions potential spatiotemporal effective abstracting efficient expected,0
10387,10.1109/IPDPSW59300.2023.00132,SpikingNN,2023,connections models alternative potential traditional biological ability challenging techniques performance,0
10391,10.1016/j.measurement.2023.113273,SpikingNN,2023,spiking observing international distributed particles observatory application associated registration enables,0
10393,10.1038/s41467-022-35747-8,SpikingNN,2023,efficient spiking simplified flexibility performance understanding computational modeling processing indispensable,0
10399,10.1109/ISOCC56007.2022.10031396,SpikingNN,2022,staggering advancement decades learning past characteristics dependent efficiency outstanding spiking,0
10401,10.1109/ICCWAMTIP56608.2022.10016491,SpikingNN,2022,network spiking representation physical digital world real visualization structure modeling,0
10403,10.11999/JEIT221367,SpikingNN,2023,detection proposed based network improved computational traditional reliability artificial efficiency,0
10419,10.1007/978-3-031-20738-9_55,SpikingNN,2023,spiking functions increasingly increasing implementations applications efficient promising adoption information,0
10420,10.1109/NEWCAS50681.2021.9462779,SpikingNN,2021,spiking major autonomy challenges artificial intelligence representation promising temporal technologies,0
10421,10.1109/ECOC48923.2020.9333320,SpikingNN,2020,convolutional classification targeting present photonic reduction dependent physical response multiplexing,0
10428,10.1109/ISCAS.2008.4541883,SpikingNN,2008,classification spiking diffusion model simulated pattern simulation dimensional equation electronic,1
10434,10.11999/JEIT221388,SpikingNN,2023,detection computational suitable resources limited reconfigurable furthermore multilayer encoding experimental,0
10445,10.1007/978-3-319-44778-0_6,SpikingNN,2016,classification spiking network interesting engineering research field increasing modelling networks,2
10450,10.1007/978-3-319-55310-8_3,SpikingNN,2017,encoding recognition learning spatiotemporal remarkable spiking progress problems computational existing,0
10452,10.1109/ISCAS51556.2021.9401412,SpikingNN,2021,implementation convolutional identification methodology resolution consumption inference power achieved validation,0
10454,10.1007/978-3-319-70136-3_80,SpikingNN,2017,learning suitable patterns computation transmission information essential neural timing depend,1
10464,10.1109/EPIA.2005.341291,SpikingNN,2005,classification application presents biologically realistic perceptron alternative model network presented,0
10471,10.1063/1.5090748,SpikingNN,2019,memristive proposed designed networks based reinforcement specifically transformation discrete coding,1
10476,10.1109/ieeeconf44664.2019.9049043,SpikingNN,2019,promising performance multiplication implementation efficient essential demonstrating especially characterized networks,0
10477,10.1007/978-3-319-52941-7_40,SpikingNN,2017,model parameters network obtained complex generation movement learning estimation coordinates,0
10478,10.1007/s12559-022-10027-1,SpikingNN,2023,proposed network employed frequency recognizing methods results generation networks neural,0
10479,10.1145/3223048,SpikingNN,2018,spiking partitions stability optimization applicability adaptive learning structure underlying construct,0
10487,10.1145/3330089.3330096,SpikingNN,2018,simulation generation increasing artificial networks detecting tracking presented static spiking,0
10489,10.1007/978-3-031-24950-1_2,SpikingNN,2023,present verification networks properties use modeling satisfiability modulo special similarity,0
10490,10.4028/www.scientific.net/AMR.219-220.770,SpikingNN,2011,algorithm learning reinforcement networks propose spiking simulates modulate mechanism biological,0
10496,10.1109/ACCESS.2023.3267856,SpikingNN,2023,neural integration spatiotemporal compared outperforming generation networks artificial employed realization,0
10499,10.5220/0007469405480555,SpikingNN,2019,networks automated neural progress applications segmentation estimation detection convolutional commonly,0
10502,10.1016/S0893-6080(02)00033-3,SpikingNN,2002,spiking static functions emulates activation present propagation implementations standard variants,0
10504,10.1007/978-3-319-17747-2_7,SpikingNN,2015,proposed networks representing evolutionary architecture present complexity related capabilities indirect,0
10506,10.1016/bs.host.2016.07.011,SpikingNN,2016,computing cognitive applications human thinking approach achieving computational develop models,0
10508,10.1109/TCSII.2022.3207989,SpikingNN,2022,multilayer spiking convolutional computational complexity recognition advantages efficient proposed interconnection,0
10522,10.1109/WCNC51071.2022.9771543,SpikingNN,2022,communication different systems activity performance considering computation constrained networks inference,0
10530,10.1109/IJCNN55064.2022.9892504,SpikingNN,2022,conversion methods networks biologically emerging neural building artificial successful,0
10533,10.3389/fnsys.2021.639484,SpikingNN,2021,different composition structures generative biological plausibility processing mechanisms information presents,0
10545,10.1109/IEEECONF51394.2020.9443314,SpikingNN,2020,determining graphical presents connection tracking divergence convergence stable unstable employing,0
10546,10.1109/JSEN.2021.3120845,SpikingNN,2022,processing artificial different generation biologically network conventional characteristics effectively consumption,0
10554,10.1007/978-3-030-86383-8_18,SpikingNN,2021,spiking optimization temporal internal dynamics network prediction generalization specifically ability,0
10560,10.1109/TNNLS.2022.3195918,SpikingNN,2022,computation traditional efficiency encoding multiplication addition usually time ensure requires,0
10561,10.15388/namc.2020.25.18016,SpikingNN,2020,classification convolutional presents based structural especially presenting difficult clinical application,0
10573,10.1109/IROS51168.2021.9636001,SpikingNN,2021,spiking printing scalable electronics simple equipment stackable design modules based,0
10576,10.1109/CCWC57344.2023.10099067,SpikingNN,2023,learning data parameters specific collecting consuming spiking methods difficulties supervised,0
10577,10.1109/ISCAS48785.2022.9937812,SpikingNN,2022,learning method connected propagation generation applications recognized potential showing underlies,0
10589,10.1007/978-90-481-9695-1_8,SpikingNN,2011,presence characterized developmental simulated activity external networks disconnected downstream projected,0
10592,10.1142/S0218126622501833,SpikingNN,2022,simulation prediction actual generation intelligence network artificial expected spiking networks,0
10593,10.1109/TCSI.2022.3194918,SpikingNN,2022,computing consumption efficiency coding computation resulting significantly movement converter signal,0
10594,10.1166/jnn.2020.17806,SpikingNN,2020,current resistive networks spiking reverse structure simulated furthermore rectifying,1
10598,10.1109/aicas.2019.8771624,SpikingNN,2019,processing implementation consumption applications including performance analysis artificial considering scalability,0
10607,10.1016/j.procs.2015.07.281,SpikingNN,2015,events model sufficiently transmissions decisions support identified transmission operation electrical,0
10608,10.1109/ACCESS.2022.3160271,SpikingNN,2022,performance networks learning variations artificial shown fields remarkable architecture power,0
10609,10.1007/978-3-031-20859-1_11,SpikingNN,2023,function desired generation networks electrical necessary process adjustment learning respective,0
10616,10.1117/12.609117,SpikingNN,2005,model network complex sensing clusters learning information traditional neural classification,1
10617,10.1109/AICAS54282.2022.9869950,SpikingNN,2022,networks spiking traditional recognition engineering artificial intelligence convolutional implementations processing,0
10620,10.1142/S0129065714030026,SpikingNN,2014,,0
10623,10.1007/978-3-319-59427-9_60,SpikingNN,2018,model learning proposed clustering performance essential techniques mining differential,0
10624,10.1109/apccas50809.2020.9301703,SpikingNN,2020,conversion pooling non results differentiable nature training challenges traditional counterpart,0
10625,10.1007/3-540-29344-2_38,SpikingNN,2006,network spiking organization formulated implemented environment avoidance develop applicable model,1
10628,10.1109/ner.2019.8716932,SpikingNN,2019,information network system spiking activities retinal obtaining important human processing,0
10632,10.1016/j.neunet.2010.02.006,SpikingNN,2010,simulation networks computation present solutions based hardware conventional simulators generally,3
10636,10.1109/TCDS.2022.3185028,SpikingNN,2023,spiking frequency dynamics parameters compared firing excitation experiments cortical exhibit,0
10638,10.55730/1300-0632.3995,SpikingNN,2023,spiking experiment networks neural experiments research efficiency network simulators presented,0
10640,10.1142/S0129065710002590,SpikingNN,2010,,1
10641,10.1109/IJCNN.2008.4633868,SpikingNN,2008,networks neural objects critical segmenting process presented developed artificial generations,3
10642,10.5220/0008164704790486,SpikingNN,2019,learning functions computationally conventional networks artificial spiking biological observed typical,0
10648,10.1007/s12530-019-09269-6,SpikingNN,2020,interaction information expression mechanisms processes techniques temporal extracted differentiation function,0
10650,10.1007/978-3-540-85632-0_36,SpikingNN,2009,network systems dynamically networks structure science fields widely studied complex,1
10652,10.1016/j.procs.2015.09.149,SpikingNN,2015,spiking environment interfacing simulation asynchronous cortical adaptation present understanding emergent,2
10656,10.1007/978-3-319-70090-8_83,SpikingNN,2017,network segmentation generation different regions processing dynamic dynamically structure generated,0
10660,10.1016/j.chaos.2022.112115,SpikingNN,2022,fluctuations dynamics potential fundamental simulate description temporal solutions associated generation,0
10661,10.1109/IJCNN54540.2023.10191614,SpikingNN,2023,community decoding encoding attention research recent spiking powerful gradient trained,0
10666,10.1109/LED.2022.3197239,SpikingNN,2022,processing capabilities multiple conventional inference relative compute drastically parallel quantization,1
10667,10.3389/fninf.2018.00024,SpikingNN,2018,,1
10670,10.1016/j.bica.2018.07.008,SpikingNN,2018,complex composite component existing nature monolithic techniques networks functional combining,0
10671,10.1109/ICASSP43922.2022.9746319,SpikingNN,2022,classical gaining algorithms powerful neural,0
10672,10.1109/icassp40776.2020.9054761,SpikingNN,2020,processing improvements implemented significant systems consequence consumption applications coding remarkable,0
10673,10.1002/hipo.23399,SpikingNN,2022,integration retrospective experiences mechanism dynamic process altered based complex integrating,0
10675,10.1109/WCSP55476.2022.10039429,SpikingNN,2022,combinatorial optimization computation ising coherent approach promising existence applications performance,0
10677,10.1109/FOCI.2007.371495,SpikingNN,2007,framework localization modeling biologically learning periodically intervals emitting environment dimensional,2
10680,10.1109/dac18072.2020.9218689,SpikingNN,2020,applicability inference coding considerable characteristics practical restricted broaden conversion approach,0
10683,10.3390/electronics12173565,SpikingNN,2023,spiking segmentation accuracy consumption distinct nature advantages challenging vision direct,0
10685,10.1109/ccdc.2019.8832952,SpikingNN,2019,recognition proposed implementation biological cognitive systems potential computational reconfigurable implemented,0
10688,10.1109/CISS50987.2021.9400245,SpikingNN,2021,receptive spiking present processing gaussian based model vertical stimulated horizontally,0
10693,10.1016/j.procs.2015.08.428,SpikingNN,2015,spiking recognition classification simulations individual model network consumption power generation,1
10694,10.1109/HPBDIS53214.2021.9658467,SpikingNN,2021,model residual regular implementation computing proposes complex implemented nature represented,0
10700,10.1007/s00500-006-0065-7,SpikingNN,2007,evolutionary approach temporal encoding processing considered presents biological application developed,0
10705,10.1145/2330163.2330181,SpikingNN,2012,complex task dynamical discrete control spiking properties demonstrates emergence presence,0
10706,10.1109/TNNLS.2021.3129525,SpikingNN,2023,reinforcement significant advances techniques introduced continuous quantile developments normalized,0
10707,10.1007/978-981-10-8854-4_16,SpikingNN,2018,computational integration considered temporal constant spiking activity mainly networks processes,0
10708,10.1016/j.sse.2019.107742,SpikingNN,2020,recognition consumption performance distribution dependent transistor device memory synaptic thin,1
10712,10.31083/j.jin.2018.04.0407,SpikingNN,2018,correlation interference regulation relative variation relatively adaptive mechanisms organisms ability,0
10714,10.1109/JETCAS.2018.2856117,SpikingNN,2018,performance constraints temporal computation asynchronous efficiency systems nature system platform,0
10718,10.1109/aicas48895.2020.9073994,SpikingNN,2020,capabilities networks techniques learning scale characteristics particular processing connections specially,0
10719,10.1007/s12021-012-9174-x,SpikingNN,2013,construct work visualized connections enable simulated simulations simulator performance processors,0
10723,10.1109/I2MTC48687.2022.9806710,SpikingNN,2022,activities control motion interaction generated electromyography intention movement important decoding,0
10726,10.1016/j.procs.2013.09.233,SpikingNN,2013,computational representational improvements multiplicity generations connections significant complex generation understanding,0
10728,10.1007/978-3-319-59153-7_48,SpikingNN,2017,implementation systems model associated efficiently inherent promising different expected types,1
10731,10.1109/IJCNN54540.2023.10191645,SpikingNN,2023,predicting prediction underlying methodology continuously applications systems current changes learning,0
10732,10.7566/JPSJ.82.064007,SpikingNN,2013,common correlation inter correlated generate different generates intra neural,0
10734,10.1016/j.physa.2023.128627,SpikingNN,2023,heterogeneity spiking cellular activity complexity structure structural functionality important performance,0
10742,10.1007/s11227-023-05420-y,SpikingNN,2023,recognition optimization different classification framework efficient connection parameters calculated systems,0
10744,10.1109/aicas.2019.8771602,SpikingNN,2019,based comparator dynamic conductance learning presents dependent non network conventional,0
10745,10.21437/Interspeech.2022-107,SpikingNN,2022,solution models proposed terms implementation portable practical properties experiments particular,0
10749,10.1145/3060403.3066871,SpikingNN,2017,modeling biological technologies resistive features programming present architecture strategy non,0
10751,10.20982/tqmp.14.1.p001,SpikingNN,2018,models resources parameters model network complex completely require time complexity,0
10755,10.1007/978-3-030-04167-0_57,SpikingNN,2018,expression classification profiling state disease significant variants gene attributed combination,0
10760,10.1109/icecs49266.2020.9294873,SpikingNN,2020,identification presents methodology based radioisotope distance inference cm achieved accuracy,0
10762,10.1177/0021998315573559,SpikingNN,2015,consumption processing parallel capability challenging intelligent complementary composite electronic semiconductor,0
10763,10.1109/CEC.2009.4982941,SpikingNN,2009,emulation integrated development complex intended generation connections simulation aspects architecture,0
10767,10.1007/978-3-031-16281-7_21,SpikingNN,2023,classification considered networks alternatives common efficiency computational considerably processing performance,0
10774,10.1109/COMCAS52219.2021.9629011,SpikingNN,2021,automotive applications implementation generation represent networks artificial neural element robustness,1
10775,10.1109/IJCNN52387.2021.9533451,SpikingNN,2021,classification performance methods generation significant spiking networks nature relatively usually,0
10776,10.1109/VLSI-TSA/VLSI-DAT57221.2023.10134319,SpikingNN,2023,ternary model presents architecture networks constraints effective quantized realistic addition,0
10784,10.3389/fncom.2013.00162,SpikingNN,2013,spiking correlations activity uncovering computational capabilities progress duration inherent expensive,1
10785,10.1109/smacd.2019.8795234,SpikingNN,2019,networks implemented spiking applications increasing numerous manufacturing problem hardware particular,0
10786,10.1109/CIRA.2005.1554297,SpikingNN,2005,structure environment learning dynamic dynamics proposes spiking network neural furthermore,1
